1308;Jonatan David;Financeiro;R$ 16.824,17]
1309;Jonatan David;Recursos Humanos;R$ 14.872,84]
1310;Jonatan David;Recursos Humanos;R$ 13.452,10]
1311;Pedro Lucas;Financeiro;R$ 11.911,45]
1312;Leonardo Guilherme;Recursos Humanos;R$ 10.605,53]
1313;Pedro Lucas;Recursos Humanos;R$ 7.567,62]
1314;Pedro Lucas;Financeiro;R$ 14.742,03]
1315;Leonardo Guilherme;Financeiro;R$ 10.747,55]
1316;Jonatan David;Recursos Humanos;R$ 7.539,35]
1317;Leonardo Guilherme;Financeiro;R$ 10.054,23]
1318;Pedro Lucas;Financeiro;R$ 10.591,43]
1319;Jonatan David;Administrativo;R$ 14.455,44]
1320;Leonardo Guilherme;Recursos Humanos;R$ 5.459,00]
1321;Francisco Rosenilson;Financeiro;R$ 8.973,59]
1322;Leonardo Guilherme;Financeiro;R$ 5.073,65]
1323;Pedro Lucas;Financeiro;R$ 15.232,70]
1324;Pedro Lucas;Recursos Humanos;R$ 9.308,11]
1325;Leonardo Guilherme;Financeiro;R$ 12.043,95]
1326;Pedro Lucas;Recursos Humanos;R$ 13.902,95]
1327;Jonatan David;Administrativo;R$ 9.118,95]
1328;Leonardo Guilherme;Recursos Humanos;R$ 3.879,10]
1329;Pedro Lucas;Administrativo;R$ 7.471,15]
1330;Pedro Lucas;Administrativo;R$ 12.067,59]
1331;Francisco Rosenilson;Administrativo;R$ 11.098,46]
1332;Jonatan David;Recursos Humanos;R$ 14.452,28]
1333;Francisco Rosenilson;Financeiro;R$ 2.136,25]
1334;Pedro Lucas;Recursos Humanos;R$ 16.648,68]
1335;Jonatan David;Administrativo;R$ 7.827,93]
1336;Leonardo Guilherme;Administrativo;R$ 18.030,69]
1337;Jonatan David;Recursos Humanos;R$ 10.380,99]
1338;Pedro Lucas;Financeiro;R$ 15.769,95]
1339;Pedro Lucas;Administrativo;R$ 10.059,71]
1340;Francisco Rosenilson;Financeiro;R$ 12.366,12]
1341;Pedro Lucas;Recursos Humanos;R$ 13.711,33]
1342;Jonatan David;Financeiro;R$ 17.123,85]
1343;Francisco Rosenilson;Administrativo;R$ 11.330,73]
1344;Pedro Lucas;Recursos Humanos;R$ 14.471,60]
1345;Francisco Rosenilson;Financeiro;R$ 6.239,39]
1346;Pedro Lucas;Recursos Humanos;R$ 8.019,17]
1347;Francisco Rosenilson;Administrativo;R$ 5.987,53]
1348;Jonatan David;Recursos Humanos;R$ 16.815,61]
1349;Leonardo Guilherme;Financeiro;R$ 11.184,12]
1350;Leonardo Guilherme;Financeiro;R$ 19.395,74]
1351;Leonardo Guilherme;Recursos Humanos;R$ 8.117,63]
1352;Leonardo Guilherme;Financeiro;R$ 5.893,42]
1353;Francisco Rosenilson;Administrativo;R$ 12.250,97]
1354;Pedro Lucas;Financeiro;R$ 4.751,18]
1355;Francisco Rosenilson;Administrativo;R$ 17.457,59]
1356;Leonardo Guilherme;Administrativo;R$ 8.370,72]
1357;Jonatan David;Financeiro;R$ 18.210,92]
1358;Leonardo Guilherme;Administrativo;R$ 5.425,33]
1359;Francisco Rosenilson;Financeiro;R$ 8.848,09]
1360;Francisco Rosenilson;Financeiro;R$ 8.495,10]
1361;Pedro Lucas;Recursos Humanos;R$ 15.499,15]
1362;Pedro Lucas;Financeiro;R$ 16.187,48]
1363;Pedro Lucas;Recursos Humanos;R$ 8.306,33]
1364;Francisco Rosenilson;Administrativo;R$ 16.970,37]
1365;Pedro Lucas;Recursos Humanos;R$ 18.153,74]
1366;Pedro Lucas;Administrativo;R$ 13.571,75]
1367;Francisco Rosenilson;Administrativo;R$ 17.285,95]
1368;Francisco Rosenilson;Administrativo;R$ 17.989,36]
1369;Leonardo Guilherme;Recursos Humanos;R$ 14.914,51]
1370;Leonardo Guilherme;Recursos Humanos;R$ 19.906,00]
1371;Leonardo Guilherme;Administrativo;R$ 19.195,03]
1372;Pedro Lucas;Financeiro;R$ 11.620,24]
1373;Jonatan David;Administrativo;R$ 13.802,62]
1374;Pedro Lucas;Recursos Humanos;R$ 8.479,52]
1375;Leonardo Guilherme;Recursos Humanos;R$ 18.742,25]
1376;Francisco Rosenilson;Administrativo;R$ 13.241,89]
1377;Jonatan David;Administrativo;R$ 11.000,91]
1378;Francisco Rosenilson;Administrativo;R$ 17.794,78]
1379;Francisco Rosenilson;Recursos Humanos;R$ 15.181,63]
1380;Francisco Rosenilson;Administrativo;R$ 2.223,43]
1381;Leonardo Guilherme;Administrativo;R$ 3.355,59]
1382;Francisco Rosenilson;Recursos Humanos;R$ 19.348,68]
1383;Leonardo Guilherme;Administrativo;R$ 13.026,10]
1384;Pedro Lucas;Administrativo;R$ 14.543,41]
1385;Pedro Lucas;Recursos Humanos;R$ 6.319,41]
1386;Francisco Rosenilson;Financeiro;R$ 5.888,46]
1387;Francisco Rosenilson;Financeiro;R$ 16.300,37]
1388;Pedro Lucas;Administrativo;R$ 2.543,86]
1389;Francisco Rosenilson;Financeiro;R$ 7.656,61]
1390;Pedro Lucas;Financeiro;R$ 15.587,67]
1391;Leonardo Guilherme;Financeiro;R$ 10.903,15]
1392;Jonatan David;Administrativo;R$ 7.514,50]
1393;Francisco Rosenilson;Recursos Humanos;R$ 7.730,11]
1394;Francisco Rosenilson;Administrativo;R$ 10.087,55]
1395;Leonardo Guilherme;Recursos Humanos;R$ 16.149,28]
1396;Francisco Rosenilson;Administrativo;R$ 7.302,55]
1397;Jonatan David;Financeiro;R$ 13.691,14]
1398;Jonatan David;Recursos Humanos;R$ 14.849,00]
1399;Jonatan David;Administrativo;R$ 3.061,97]
1400;Jonatan David;Financeiro;R$ 11.643,27]
1401;Leonardo Guilherme;Recursos Humanos;R$ 3.391,63]
1402;Pedro Lucas;Recursos Humanos;R$ 16.760,58]
1403;Pedro Lucas;Financeiro;R$ 3.485,43]
1404;Francisco Rosenilson;Recursos Humanos;R$ 10.406,70]
1405;Leonardo Guilherme;Financeiro;R$ 5.339,70]
1406;Pedro Lucas;Administrativo;R$ 18.447,80]
1407;Pedro Lucas;Administrativo;R$ 18.588,28]
1408;Leonardo Guilherme;Administrativo;R$ 14.455,82]
1409;Jonatan David;Financeiro;R$ 13.518,55]
1410;Leonardo Guilherme;Financeiro;R$ 5.228,99]
1411;Francisco Rosenilson;Financeiro;R$ 5.828,03]
1412;Jonatan David;Administrativo;R$ 19.311,50]
1413;Jonatan David;Financeiro;R$ 18.389,10]
1414;Leonardo Guilherme;Administrativo;R$ 17.163,15]
1415;Jonatan David;Financeiro;R$ 11.946,90]
1416;Leonardo Guilherme;Financeiro;R$ 14.319,51]
1417;Francisco Rosenilson;Administrativo;R$ 7.896,60]
1418;Jonatan David;Recursos Humanos;R$ 19.134,91]
1419;Francisco Rosenilson;Financeiro;R$ 2.069,33]
1420;Pedro Lucas;Financeiro;R$ 2.514,91]
1421;Pedro Lucas;Administrativo;R$ 12.801,61]
1422;Jonatan David;Recursos Humanos;R$ 4.422,21]
1423;Francisco Rosenilson;Recursos Humanos;R$ 19.471,55]
1424;Francisco Rosenilson;Financeiro;R$ 18.879,12]
1425;Leonardo Guilherme;Financeiro;R$ 5.155,66]
1426;Francisco Rosenilson;Recursos Humanos;R$ 15.691,67]
1427;Francisco Rosenilson;Recursos Humanos;R$ 19.093,34]
1428;Francisco Rosenilson;Financeiro;R$ 13.185,09]
1429;Pedro Lucas;Financeiro;R$ 3.241,82]
1430;Francisco Rosenilson;Financeiro;R$ 5.867,20]
1431;Leonardo Guilherme;Administrativo;R$ 18.362,53]
1432;Pedro Lucas;Recursos Humanos;R$ 8.125,67]
1433;Pedro Lucas;Recursos Humanos;R$ 2.800,59]
1434;Pedro Lucas;Administrativo;R$ 5.817,15]
1435;Leonardo Guilherme;Financeiro;R$ 7.402,34]
1436;Francisco Rosenilson;Recursos Humanos;R$ 11.920,75]
1437;Leonardo Guilherme;Administrativo;R$ 6.861,38]
1438;Francisco Rosenilson;Recursos Humanos;R$ 8.305,13]
1439;Francisco Rosenilson;Recursos Humanos;R$ 19.192,07]
1440;Jonatan David;Recursos Humanos;R$ 15.098,21]
1441;Francisco Rosenilson;Administrativo;R$ 16.999,86]
1442;Jonatan David;Recursos Humanos;R$ 8.150,03]
1443;Francisco Rosenilson;Recursos Humanos;R$ 8.751,23]
1444;Jonatan David;Recursos Humanos;R$ 9.644,27]
1445;Pedro Lucas;Financeiro;R$ 15.341,56]
1446;Pedro Lucas;Administrativo;R$ 13.040,42]
1447;Jonatan David;Recursos Humanos;R$ 4.917,64]
1448;Jonatan David;Financeiro;R$ 9.218,31]
1449;Leonardo Guilherme;Recursos Humanos;R$ 7.131,99]
1450;Jonatan David;Financeiro;R$ 5.948,69]
1451;Pedro Lucas;Recursos Humanos;R$ 12.789,67]
1452;Francisco Rosenilson;Administrativo;R$ 17.627,65]
1453;Francisco Rosenilson;Administrativo;R$ 18.193,60]
1454;Francisco Rosenilson;Recursos Humanos;R$ 6.590,24]
1455;Leonardo Guilherme;Administrativo;R$ 13.402,98]
1456;Jonatan David;Financeiro;R$ 5.257,45]
1457;Jonatan David;Financeiro;R$ 18.089,85]
1458;Jonatan David;Recursos Humanos;R$ 5.873,04]
1459;Leonardo Guilherme;Recursos Humanos;R$ 15.712,07]
1460;Francisco Rosenilson;Administrativo;R$ 11.651,23]
1461;Jonatan David;Financeiro;R$ 14.316,85]
1462;Jonatan David;Recursos Humanos;R$ 19.782,80]
1463;Pedro Lucas;Recursos Humanos;R$ 12.446,97]
1464;Jonatan David;Financeiro;R$ 10.937,12]
1465;Pedro Lucas;Recursos Humanos;R$ 9.342,68]
1466;Jonatan David;Financeiro;R$ 9.649,17]
1467;Francisco Rosenilson;Administrativo;R$ 19.915,34]
1468;Francisco Rosenilson;Financeiro;R$ 9.295,30]
1469;Francisco Rosenilson;Administrativo;R$ 2.814,80]
1470;Pedro Lucas;Recursos Humanos;R$ 14.238,27]
1471;Leonardo Guilherme;Recursos Humanos;R$ 8.320,32]
1472;Leonardo Guilherme;Recursos Humanos;R$ 2.161,85]
1473;Leonardo Guilherme;Recursos Humanos;R$ 9.755,99]
1474;Pedro Lucas;Administrativo;R$ 15.616,72]
1475;Jonatan David;Recursos Humanos;R$ 19.664,48]
1476;Leonardo Guilherme;Administrativo;R$ 17.364,43]
1477;Leonardo Guilherme;Financeiro;R$ 16.068,82]
1478;Francisco Rosenilson;Administrativo;R$ 19.232,69]
1479;Jonatan David;Administrativo;R$ 18.810,06]
1480;Leonardo Guilherme;Administrativo;R$ 6.884,96]
1481;Francisco Rosenilson;Recursos Humanos;R$ 13.169,30]
1482;Jonatan David;Administrativo;R$ 5.159,14]
1483;Jonatan David;Recursos Humanos;R$ 17.765,99]
1484;Pedro Lucas;Recursos Humanos;R$ 2.444,72]
1485;Francisco Rosenilson;Financeiro;R$ 6.069,79]
1486;Jonatan David;Administrativo;R$ 5.944,58]
1487;Leonardo Guilherme;Administrativo;R$ 9.771,83]
1488;Pedro Lucas;Administrativo;R$ 18.607,16]
1489;Pedro Lucas;Financeiro;R$ 19.731,59]
1490;Jonatan David;Administrativo;R$ 13.016,74]
1491;Leonardo Guilherme;Administrativo;R$ 10.249,08]
1492;Pedro Lucas;Recursos Humanos;R$ 19.593,73]
1493;Francisco Rosenilson;Recursos Humanos;R$ 7.007,51]
1494;Pedro Lucas;Recursos Humanos;R$ 12.084,37]
1495;Jonatan David;Financeiro;R$ 2.190,04]
1496;Jonatan David;Financeiro;R$ 18.507,98]
1497;Jonatan David;Administrativo;R$ 15.994,67]
1498;Francisco Rosenilson;Administrativo;R$ 2.482,54]
1499;Leonardo Guilherme;Financeiro;R$ 2.054,70]
1500;Jonatan David;Financeiro;R$ 4.163,36]
1501;Pedro Lucas;Administrativo;R$ 7.117,93]
1502;Francisco Rosenilson;Administrativo;R$ 3.906,72]
1503;Leonardo Guilherme;Financeiro;R$ 16.745,77]
1504;Jonatan David;Financeiro;R$ 7.209,94]
1505;Pedro Lucas;Financeiro;R$ 10.764,26]
1506;Leonardo Guilherme;Recursos Humanos;R$ 4.480,98]
1507;Leonardo Guilherme;Financeiro;R$ 8.732,37]
1508;Leonardo Guilherme;Administrativo;R$ 9.755,42]
1509;Leonardo Guilherme;Recursos Humanos;R$ 6.788,21]
1510;Leonardo Guilherme;Financeiro;R$ 6.605,58]
1511;Jonatan David;Recursos Humanos;R$ 8.892,51]
1512;Jonatan David;Recursos Humanos;R$ 19.175,66]
1513;Leonardo Guilherme;Administrativo;R$ 9.709,01]
1514;Leonardo Guilherme;Recursos Humanos;R$ 7.529,35]
1515;Pedro Lucas;Administrativo;R$ 17.144,83]
1516;Jonatan David;Financeiro;R$ 19.310,14]
1517;Francisco Rosenilson;Administrativo;R$ 19.919,52]
1518;Jonatan David;Administrativo;R$ 8.092,05]
1519;Francisco Rosenilson;Administrativo;R$ 19.439,75]
1520;Francisco Rosenilson;Recursos Humanos;R$ 2.737,63]
1521;Pedro Lucas;Recursos Humanos;R$ 9.727,21]
1522;Leonardo Guilherme;Administrativo;R$ 3.582,14]
1523;Leonardo Guilherme;Financeiro;R$ 4.180,52]
1524;Pedro Lucas;Administrativo;R$ 4.327,34]
1525;Jonatan David;Recursos Humanos;R$ 9.547,77]
1526;Leonardo Guilherme;Recursos Humanos;R$ 5.155,15]
1527;Pedro Lucas;Administrativo;R$ 9.644,32]
1528;Jonatan David;Recursos Humanos;R$ 6.760,92]
1529;Francisco Rosenilson;Recursos Humanos;R$ 4.071,36]
1530;Jonatan David;Financeiro;R$ 18.758,12]
1531;Leonardo Guilherme;Recursos Humanos;R$ 4.473,84]
1532;Leonardo Guilherme;Recursos Humanos;R$ 7.220,57]
1533;Leonardo Guilherme;Administrativo;R$ 18.722,06]
1534;Pedro Lucas;Financeiro;R$ 3.005,27]
1535;Francisco Rosenilson;Financeiro;R$ 19.809,58]
1536;Pedro Lucas;Administrativo;R$ 16.938,63]
1537;Leonardo Guilherme;Financeiro;R$ 7.230,60]
1538;Francisco Rosenilson;Recursos Humanos;R$ 11.950,29]
1539;Pedro Lucas;Recursos Humanos;R$ 2.133,24]
1540;Pedro Lucas;Recursos Humanos;R$ 3.803,92]
1541;Jonatan David;Financeiro;R$ 19.640,96]
1542;Francisco Rosenilson;Financeiro;R$ 13.200,56]
1543;Pedro Lucas;Financeiro;R$ 12.392,43]
1544;Leonardo Guilherme;Financeiro;R$ 8.720,17]
1545;Francisco Rosenilson;Administrativo;R$ 18.570,86]
1546;Francisco Rosenilson;Financeiro;R$ 10.318,60]
1547;Leonardo Guilherme;Recursos Humanos;R$ 15.477,13]
1548;Jonatan David;Financeiro;R$ 4.911,79]
1549;Leonardo Guilherme;Recursos Humanos;R$ 12.046,65]
1550;Pedro Lucas;Administrativo;R$ 4.956,04]
1551;Jonatan David;Administrativo;R$ 2.618,09]
1552;Jonatan David;Administrativo;R$ 9.872,39]
1553;Francisco Rosenilson;Financeiro;R$ 5.732,89]
1554;Jonatan David;Recursos Humanos;R$ 4.665,48]
1555;Francisco Rosenilson;Recursos Humanos;R$ 5.777,58]
1556;Francisco Rosenilson;Recursos Humanos;R$ 10.151,30]
1557;Jonatan David;Administrativo;R$ 19.876,79]
1558;Francisco Rosenilson;Financeiro;R$ 16.835,53]
1559;Leonardo Guilherme;Recursos Humanos;R$ 17.602,74]
1560;Francisco Rosenilson;Financeiro;R$ 19.673,43]
1561;Francisco Rosenilson;Financeiro;R$ 6.788,08]
1562;Leonardo Guilherme;Recursos Humanos;R$ 9.694,26]
1563;Leonardo Guilherme;Administrativo;R$ 15.011,86]
1564;Francisco Rosenilson;Administrativo;R$ 2.787,69]
1565;Pedro Lucas;Recursos Humanos;R$ 13.174,29]
1566;Francisco Rosenilson;Financeiro;R$ 5.826,50]
1567;Leonardo Guilherme;Financeiro;R$ 18.983,94]
1568;Leonardo Guilherme;Administrativo;R$ 9.739,48]
1569;Leonardo Guilherme;Recursos Humanos;R$ 18.152,10]
1570;Pedro Lucas;Administrativo;R$ 10.150,27]
1571;Jonatan David;Administrativo;R$ 19.621,77]
1572;Jonatan David;Financeiro;R$ 12.762,37]
1573;Leonardo Guilherme;Recursos Humanos;R$ 16.254,81]
1574;Pedro Lucas;Administrativo;R$ 18.797,57]
1575;Francisco Rosenilson;Financeiro;R$ 14.058,89]
1576;Pedro Lucas;Administrativo;R$ 15.484,34]
1577;Jonatan David;Recursos Humanos;R$ 19.256,36]
1578;Jonatan David;Recursos Humanos;R$ 17.844,90]
1579;Francisco Rosenilson;Financeiro;R$ 13.280,78]
1580;Jonatan David;Financeiro;R$ 4.843,94]
1581;Jonatan David;Financeiro;R$ 15.132,17]
1582;Francisco Rosenilson;Recursos Humanos;R$ 11.338,93]
1583;Pedro Lucas;Administrativo;R$ 4.430,47]
1584;Leonardo Guilherme;Recursos Humanos;R$ 3.211,68]
1585;Pedro Lucas;Recursos Humanos;R$ 16.977,22]
1586;Jonatan David;Administrativo;R$ 14.562,35]
1587;Pedro Lucas;Administrativo;R$ 3.669,02]
1588;Leonardo Guilherme;Financeiro;R$ 14.911,87]
1589;Francisco Rosenilson;Recursos Humanos;R$ 15.201,47]
1590;Pedro Lucas;Recursos Humanos;R$ 6.985,56]
1591;Francisco Rosenilson;Recursos Humanos;R$ 15.161,11]
1592;Francisco Rosenilson;Financeiro;R$ 7.840,30]
1593;Jonatan David;Financeiro;R$ 10.823,13]
1594;Leonardo Guilherme;Administrativo;R$ 5.849,25]
1595;Leonardo Guilherme;Recursos Humanos;R$ 4.256,04]
1596;Jonatan David;Financeiro;R$ 3.373,10]
1597;Jonatan David;Administrativo;R$ 6.180,07]
1598;Francisco Rosenilson;Financeiro;R$ 11.823,25]
1599;Jonatan David;Financeiro;R$ 15.434,50]
1600;Francisco Rosenilson;Recursos Humanos;R$ 10.262,02]
1601;Francisco Rosenilson;Recursos Humanos;R$ 13.879,48]
1602;Pedro Lucas;Recursos Humanos;R$ 14.687,09]
1603;Francisco Rosenilson;Administrativo;R$ 12.091,39]
1604;Pedro Lucas;Administrativo;R$ 10.711,44]
1605;Leonardo Guilherme;Financeiro;R$ 5.306,41]
1606;Pedro Lucas;Administrativo;R$ 17.477,39]
1607;Leonardo Guilherme;Administrativo;R$ 9.725,04]
1608;Pedro Lucas;Financeiro;R$ 13.332,53]
1609;Jonatan David;Recursos Humanos;R$ 12.511,27]
1610;Pedro Lucas;Recursos Humanos;R$ 6.047,48]
1611;Pedro Lucas;Recursos Humanos;R$ 16.603,05]
1612;Leonardo Guilherme;Administrativo;R$ 12.169,71]
1613;Pedro Lucas;Recursos Humanos;R$ 7.796,61]
1614;Jonatan David;Financeiro;R$ 11.484,65]
1615;Francisco Rosenilson;Recursos Humanos;R$ 2.475,19]
1616;Francisco Rosenilson;Recursos Humanos;R$ 19.494,91]
1617;Pedro Lucas;Recursos Humanos;R$ 17.823,68]
1618;Leonardo Guilherme;Recursos Humanos;R$ 3.330,15]
1619;Leonardo Guilherme;Recursos Humanos;R$ 12.403,60]
1620;Pedro Lucas;Recursos Humanos;R$ 2.564,77]
1621;Francisco Rosenilson;Administrativo;R$ 15.558,86]
1622;Pedro Lucas;Financeiro;R$ 4.047,44]
1623;Jonatan David;Administrativo;R$ 7.280,57]
1624;Francisco Rosenilson;Administrativo;R$ 9.036,13]
1625;Leonardo Guilherme;Recursos Humanos;R$ 19.880,37]
1626;Francisco Rosenilson;Recursos Humanos;R$ 9.683,86]
1627;Jonatan David;Recursos Humanos;R$ 7.104,30]
1628;Leonardo Guilherme;Recursos Humanos;R$ 14.235,32]
1629;Jonatan David;Financeiro;R$ 9.165,65]
1630;Francisco Rosenilson;Recursos Humanos;R$ 8.171,15]
1631;Pedro Lucas;Financeiro;R$ 19.582,88]
1632;Pedro Lucas;Administrativo;R$ 17.976,19]
1633;Francisco Rosenilson;Financeiro;R$ 15.679,58]
1634;Pedro Lucas;Administrativo;R$ 13.210,03]
1635;Pedro Lucas;Recursos Humanos;R$ 15.136,86]
1636;Leonardo Guilherme;Administrativo;R$ 5.122,57]
1637;Jonatan David;Financeiro;R$ 16.083,87]
1638;Francisco Rosenilson;Recursos Humanos;R$ 18.184,24]
1639;Jonatan David;Financeiro;R$ 15.870,66]
1640;Jonatan David;Recursos Humanos;R$ 18.590,20]
1641;Pedro Lucas;Administrativo;R$ 11.888,12]
1642;Jonatan David;Recursos Humanos;R$ 13.049,27]
1643;Leonardo Guilherme;Recursos Humanos;R$ 10.583,16]
1644;Jonatan David;Administrativo;R$ 3.983,61]
1645;Pedro Lucas;Financeiro;R$ 14.162,58]
1646;Pedro Lucas;Financeiro;R$ 13.641,16]
1647;Leonardo Guilherme;Recursos Humanos;R$ 6.387,84]
1648;Leonardo Guilherme;Financeiro;R$ 7.563,20]
1649;Pedro Lucas;Financeiro;R$ 11.333,13]
1650;Pedro Lucas;Recursos Humanos;R$ 3.350,66]
1651;Jonatan David;Financeiro;R$ 10.012,67]
1652;Pedro Lucas;Financeiro;R$ 17.737,74]
1653;Pedro Lucas;Recursos Humanos;R$ 3.378,74]
1654;Pedro Lucas;Administrativo;R$ 15.608,02]
1655;Pedro Lucas;Administrativo;R$ 6.350,14]
1656;Pedro Lucas;Administrativo;R$ 4.777,85]
1657;Jonatan David;Financeiro;R$ 10.251,63]
1658;Jonatan David;Financeiro;R$ 14.123,83]
1659;Leonardo Guilherme;Administrativo;R$ 6.327,75]
1660;Jonatan David;Financeiro;R$ 15.945,46]
1661;Pedro Lucas;Recursos Humanos;R$ 2.840,64]
1662;Pedro Lucas;Recursos Humanos;R$ 6.331,10]
1663;Francisco Rosenilson;Administrativo;R$ 6.669,20]
1664;Jonatan David;Financeiro;R$ 7.734,87]
1665;Jonatan David;Administrativo;R$ 15.297,90]
1666;Pedro Lucas;Administrativo;R$ 19.973,96]
1667;Jonatan David;Financeiro;R$ 14.616,71]
1668;Francisco Rosenilson;Recursos Humanos;R$ 19.420,41]
1669;Jonatan David;Financeiro;R$ 18.049,25]
1670;Leonardo Guilherme;Recursos Humanos;R$ 9.288,25]
1671;Jonatan David;Recursos Humanos;R$ 7.184,61]
1672;Pedro Lucas;Financeiro;R$ 18.606,35]
1673;Jonatan David;Financeiro;R$ 17.308,71]
1674;Jonatan David;Administrativo;R$ 13.719,43]
1675;Jonatan David;Recursos Humanos;R$ 5.014,73]
1676;Francisco Rosenilson;Financeiro;R$ 13.974,02]
1677;Jonatan David;Recursos Humanos;R$ 5.417,27]
1678;Francisco Rosenilson;Administrativo;R$ 14.622,94]
1679;Leonardo Guilherme;Financeiro;R$ 13.403,70]
1680;Jonatan David;Financeiro;R$ 8.921,81]
1681;Francisco Rosenilson;Recursos Humanos;R$ 2.826,32]
1682;Leonardo Guilherme;Administrativo;R$ 19.892,45]
1683;Leonardo Guilherme;Administrativo;R$ 19.572,59]
1684;Pedro Lucas;Financeiro;R$ 4.293,02]
1685;Jonatan David;Recursos Humanos;R$ 5.046,08]
1686;Francisco Rosenilson;Administrativo;R$ 10.961,29]
1687;Pedro Lucas;Administrativo;R$ 5.749,18]
1688;Francisco Rosenilson;Financeiro;R$ 10.887,16]
1689;Francisco Rosenilson;Recursos Humanos;R$ 12.379,28]
1690;Jonatan David;Financeiro;R$ 3.122,36]
1691;Jonatan David;Recursos Humanos;R$ 14.133,16]
1692;Francisco Rosenilson;Administrativo;R$ 18.949,78]
1693;Francisco Rosenilson;Financeiro;R$ 18.760,44]
1694;Francisco Rosenilson;Recursos Humanos;R$ 6.611,80]
1695;Jonatan David;Administrativo;R$ 16.314,56]
1696;Francisco Rosenilson;Recursos Humanos;R$ 2.336,37]
1697;Pedro Lucas;Financeiro;R$ 2.521,08]
1698;Francisco Rosenilson;Recursos Humanos;R$ 4.401,82]
1699;Leonardo Guilherme;Recursos Humanos;R$ 10.215,76]
1700;Francisco Rosenilson;Administrativo;R$ 3.545,40]
1701;Pedro Lucas;Recursos Humanos;R$ 2.401,06]
1702;Pedro Lucas;Recursos Humanos;R$ 13.147,92]
1703;Pedro Lucas;Administrativo;R$ 16.127,38]
1704;Leonardo Guilherme;Recursos Humanos;R$ 8.316,04]
1705;Leonardo Guilherme;Financeiro;R$ 6.626,60]
1706;Jonatan David;Recursos Humanos;R$ 10.235,83]
1707;Pedro Lucas;Financeiro;R$ 7.908,31]
1708;Jonatan David;Financeiro;R$ 6.985,68]
1709;Francisco Rosenilson;Recursos Humanos;R$ 17.374,95]
1710;Francisco Rosenilson;Recursos Humanos;R$ 18.373,50]
1711;Pedro Lucas;Administrativo;R$ 17.920,30]
1712;Francisco Rosenilson;Financeiro;R$ 14.302,72]
1713;Francisco Rosenilson;Recursos Humanos;R$ 9.446,39]
1714;Leonardo Guilherme;Administrativo;R$ 13.673,48]
1715;Jonatan David;Recursos Humanos;R$ 10.767,28]
1716;Francisco Rosenilson;Administrativo;R$ 3.889,85]
1717;Francisco Rosenilson;Financeiro;R$ 10.463,56]
1718;Pedro Lucas;Administrativo;R$ 11.670,93]
1719;Jonatan David;Administrativo;R$ 7.409,92]
1720;Jonatan David;Financeiro;R$ 6.053,10]
1721;Francisco Rosenilson;Financeiro;R$ 12.418,69]
1722;Francisco Rosenilson;Recursos Humanos;R$ 6.222,61]
1723;Francisco Rosenilson;Administrativo;R$ 9.725,49]
1724;Pedro Lucas;Administrativo;R$ 10.132,15]
1725;Pedro Lucas;Recursos Humanos;R$ 4.888,79]
1726;Leonardo Guilherme;Financeiro;R$ 16.732,19]
1727;Pedro Lucas;Recursos Humanos;R$ 18.083,54]
1728;Francisco Rosenilson;Administrativo;R$ 19.086,95]
1729;Francisco Rosenilson;Financeiro;R$ 10.739,37]
1730;Jonatan David;Recursos Humanos;R$ 17.647,17]
1731;Francisco Rosenilson;Recursos Humanos;R$ 7.007,66]
1732;Jonatan David;Administrativo;R$ 14.516,21]
1733;Francisco Rosenilson;Administrativo;R$ 9.636,77]
1734;Jonatan David;Recursos Humanos;R$ 14.672,69]
1735;Leonardo Guilherme;Financeiro;R$ 16.493,56]
1736;Jonatan David;Recursos Humanos;R$ 8.802,91]
1737;Leonardo Guilherme;Financeiro;R$ 17.189,60]
1738;Leonardo Guilherme;Recursos Humanos;R$ 14.647,55]
1739;Francisco Rosenilson;Administrativo;R$ 17.053,87]
1740;Jonatan David;Recursos Humanos;R$ 5.582,21]
1741;Pedro Lucas;Administrativo;R$ 16.039,46]
1742;Francisco Rosenilson;Financeiro;R$ 18.527,88]
1743;Leonardo Guilherme;Recursos Humanos;R$ 3.059,88]
1744;Jonatan David;Administrativo;R$ 18.227,10]
1745;Francisco Rosenilson;Administrativo;R$ 15.721,35]
1746;Leonardo Guilherme;Financeiro;R$ 9.423,53]
1747;Francisco Rosenilson;Recursos Humanos;R$ 17.450,70]
1748;Jonatan David;Administrativo;R$ 12.546,94]
1749;Leonardo Guilherme;Financeiro;R$ 18.614,06]
1750;Pedro Lucas;Recursos Humanos;R$ 2.132,74]
1751;Jonatan David;Administrativo;R$ 13.379,93]
1752;Francisco Rosenilson;Administrativo;R$ 4.394,52]
1753;Francisco Rosenilson;Administrativo;R$ 15.800,76]
1754;Francisco Rosenilson;Administrativo;R$ 9.120,21]
1755;Jonatan David;Recursos Humanos;R$ 2.870,33]
1756;Jonatan David;Recursos Humanos;R$ 7.376,56]
1757;Pedro Lucas;Recursos Humanos;R$ 15.160,27]
1758;Pedro Lucas;Recursos Humanos;R$ 16.384,03]
1759;Francisco Rosenilson;Financeiro;R$ 11.046,69]
1760;Jonatan David;Administrativo;R$ 16.363,28]
1761;Francisco Rosenilson;Administrativo;R$ 18.509,20]
1762;Leonardo Guilherme;Financeiro;R$ 13.156,66]
1763;Leonardo Guilherme;Financeiro;R$ 7.017,32]
1764;Pedro Lucas;Financeiro;R$ 18.992,23]
